,Price ($/kWh),cld - distribution,mec - generation,mgcc - generation,fixed cost
2024-12-01 00:00:00-08:00,0.068891,0.000107,0.068784,0.0,0
2024-12-01 01:00:00-08:00,0.068421,0.000485,0.067936,0.0,0
2024-12-01 02:00:00-08:00,0.063665,0.000422,0.063243,0.0,0
2024-12-01 03:00:00-08:00,0.06257,0.000396,0.062174,0.0,0
2024-12-01 04:00:00-08:00,0.064027,0.000442,0.063585,0.0,0
2024-12-01 05:00:00-08:00,0.065622,0.000538,0.065084,0.0,0
2024-12-01 06:00:00-08:00,0.066211,0.000668,0.065543,0.0,0
2024-12-01 07:00:00-08:00,0.055959,0.000986,0.054973,0.0,0
2024-12-01 08:00:00-08:00,0.047558,0.001411,0.046147,0.0,0
2024-12-01 09:00:00-08:00,0.04866,0.001637,0.047023,0.0,0
2024-12-01 10:00:00-08:00,0.045906,0.002175,0.043731,0.0,0
2024-12-01 11:00:00-08:00,0.043729,0.002325,0.041404,0.0,0
2024-12-01 12:00:00-08:00,0.042444,0.002162,0.040282,0.0,0
2024-12-01 13:00:00-08:00,0.042911,0.0022,0.040711,0.0,0
2024-12-01 14:00:00-08:00,0.046548,0.002049,0.044499,0.0,0
2024-12-01 15:00:00-08:00,0.06315,0.002282,0.060868,0.0,0
2024-12-01 16:00:00-08:00,0.075528,0.003673,0.071855,0.0,0
2024-12-01 17:00:00-08:00,0.077194,0.002958,0.074236,0.0,0
2024-12-01 18:00:00-08:00,0.074111,0.00211,0.072001,0.0,0
2024-12-01 19:00:00-08:00,0.072471,0.001632,0.070839,0.0,0
2024-12-01 20:00:00-08:00,0.071231,0.000828,0.070403,0.0,0
2024-12-01 21:00:00-08:00,0.071718,0.000733,0.070985,0.0,0
2024-12-01 22:00:00-08:00,0.069455,0.00052,0.068935,0.0,0
2024-12-01 23:00:00-08:00,0.068131,0.000503,0.067628,0.0,0
2024-12-02 00:00:00-08:00,0.070425,0.000188,0.070237,0.0,0
2024-12-02 01:00:00-08:00,0.064671,0.000402,0.064269,0.0,0
2024-12-02 02:00:00-08:00,0.064554,0.000307,0.064247,0.0,0
2024-12-02 03:00:00-08:00,0.063933,0.000327,0.063606,0.0,0
2024-12-02 04:00:00-08:00,0.066488,0.000417,0.066071,0.0,0
2024-12-02 05:00:00-08:00,0.078702,0.000743,0.077959,0.0,0
2024-12-02 06:00:00-08:00,0.084292,0.004346,0.079946,0.0,0
2024-12-02 07:00:00-08:00,0.090801,0.014277,0.076524,0.0,0
2024-12-02 08:00:00-08:00,0.088737,0.032581,0.056156,0.0,0
2024-12-02 09:00:00-08:00,0.111532,0.061246,0.050286,0.0,0
2024-12-02 10:00:00-08:00,0.142788,0.094943,0.047845,0.0,0
2024-12-02 11:00:00-08:00,0.155456,0.110494,0.044962,0.0,0
2024-12-02 12:00:00-08:00,0.14019,0.096549,0.043641,0.0,0
2024-12-02 13:00:00-08:00,0.129192,0.08548,0.043712,0.0,0
2024-12-02 14:00:00-08:00,0.118037,0.070187,0.04785,0.0,0
2024-12-02 15:00:00-08:00,0.118098,0.0525,0.065598,0.0,0
2024-12-02 16:00:00-08:00,0.112791,0.036273,0.076518,0.0,0
2024-12-02 17:00:00-08:00,0.103576,0.023816,0.07976,0.0,0
2024-12-02 18:00:00-08:00,0.083407,0.007318,0.076089,0.0,0
